,title,company,location,job_type,languages,soft_skills,skills,degree_type,degree_field,sub_category_1,sub_category_2,sub_category_3,experience_periode,Homeoffice,teilzeit,Vollzeit
959,Intern Sales Service Bid Management Support,NTT DATA Deutschland SE,"München, Berlin, Erfurt, Ettlingen, Frankfurt a. M., Hamburg, Köln, Rosenheim, Stuttgart, Wolfsburg","['Praktikum', 'Studentenjobs', 'Werkstudent']",,['analytical'],['excel'],,,Business,Sales & Marketing,Digital Marketing,,True,True,True
960,Technology - Sap Enterprise Architect,NTT DATA Business Solutions AG,"bundesweit, Bielefeld, Berlin, Dortmund, Hamburg, Heidelberg, Köln, Oldenburg, Paderborn, München",['Feste Anstellung'],"['german', 'english']",['management'],['database'],['degree'],"['economic', 'technical', 'computer science', 'engineering', 'business']",IT,IT Management,Enterprise Architecture,,True,True,True
961,Sap S 4Hana Logistics Consultant,NTT DATA Business Solutions AG,"Bielefeld,Berlin,Dortmund,Hamburg,Heidelberg,Köln,Oldenburg,Paderborn,München,Stuttgart,bundesweit",['Feste Anstellung'],['english'],"['management', 'communication', 'initiative']","['sap', 'data foundation']","['master', 'degree']",['business'],Business,Procurement,Supply Chain,,True,True,True
963,Ams Sap Berater Business Intelligence,NTT DATA Business Solutions AG,bundesweit,['Feste Anstellung'],"['german', 'english']",,['sap'],,,IT,Data & AI,BI,,True,True,True
964,Ams Sap Consultant Accounting,NTT DATA Business Solutions AG,bundesweit,['Feste Anstellung'],"['german', 'english']",['management'],"['word', 'excel']",,,IT,IT Support,ERP & Business Systems,,True,True,True
965,Account Manager - New Customer Sales,NTT DATA Business Solutions AG,"Bielefeld, Köln, München/Ismaning, Dresden, Bautzen, Pforzheim, Jena, Göttingen, Berlin, Hamburg",['Feste Anstellung'],,,[],,,Business,Sales & Marketing,Sales,,True,True,True
966,Service Delivery Manager,NTT DATA Business Solutions AG,"Bielefeld, Dresden, Bautzen, Köln, Dortmund, Stuttgart, Ismaning, Jena, Göttingen",['Feste Anstellung'],,['management'],['data foundation'],['master'],"['computer science', 'business']",IT,IT Management,Product & Project Management,,True,True,True
967,Sap Information Lifecycle Management Consultant,NTT DATA Business Solutions AG,bundesweit,['Feste Anstellung'],"['german', 'english']",,['word'],,,IT,Data & AI,Data Analysis,5y,True,True,True
968,Data ,Max Planck Computing and Data Facility (MPCDF),Garching bei München,['Feste Anstellung'],"['german', 'english']","['organized', 'analytical', 'communication']",[],,,IT,Data & AI,Data Analysis,,False,False,True
969,Privacy Manager Legal Counsel,Brenntag SE,Essen,['Feste Anstellung'],['english'],"['communicates', 'management']",['data foundation'],,,Business,Administration & Legal,Legal & Compliance,,True,False,True
970,Privacy Manager Legal Counsel,Brenntag SE,Essen,['Feste Anstellung'],,,[],,,Business,Administration & Legal,Legal & Compliance,,True,False,True
971,Sap Consultant 01 10 Or 01 02,NTT DATA Business Solutions AG,"Bielefeld, Heidelberg, München, Stuttgart, Hamburg, Köln, Berlin, Dortmund, bundesweit, Wien",['Feste Anstellung'],['german'],"['communication', 'initiative']","['dax', 'data engineering', 'bi tools']",,,IT,IT Support,ERP & Business Systems,,True,True,True
972,Account Manager - Strategic Sales,NTT DATA Business Solutions AG,bundesweit,['Feste Anstellung'],"['german', 'english']",['management'],"['power bi', 'databricks', 'go', 'python', 'sql', 'data foundation', 'ci/cd', 'azure', 'programming language', 'bi tools', 'big data tool', 'database', 'data warehouse']",,,Business,Sales & Marketing,Sales,,True,True,True
973,Sap Public Cloud Consultant - Sourcing Procurement,NTT DATA Business Solutions AG,"Bielefeld, Berlin, Dortmund, Hamburg, Heidelberg, Köln, Paderborn, München, Stuttgart, bundesweit",['Feste Anstellung'],"['german', 'english']",['analytical'],['word'],['degree'],"['engineering', 'technical']",IT,DevOps & Cloud,Cloud Engineering,,True,True,True
974,Specialist Supplier Master Data,Hager SE,Blieskastel,['Feste Anstellung'],['english'],"['management', 'communication']",['data foundation'],"['b.sc', 'master', 'm.sc']","['economic', 'engineering', 'technical', 'business']",Retail & Consumer,Inventory & Merchandising,Inventory & Merchandising,,False,False,True
975,Scrum Master,SP_Data GmbH & Co. KG,Herford,['Feste Anstellung'],,,[],,,IT,IT Management,Product & Project Management,,True,True,True
977,Employees Database Care Medical-Scientific Content,sebamed,Bad Salzig,['Feste Anstellung'],"['german', 'english']","['management', 'communication']","['ms office', 'word', 'excel']",,,Healthcare,Public Health,Public Health,,True,False,True
978,Development Solution Architect,Mercedes-Benz Connectivity Services GmbH,Stuttgart,['Feste Anstellung'],"['german', 'english']","['communication', 'initiative']",['photoshop'],,,IT,IT Management,Enterprise Architecture,,True,False,True
979,Engineer Epcm Industry - Piping Pipeline Planning Process Industry,Drees & Sommer SE,"Mannheim, Stuttgart, Frankfurt am Main, Hannover, Aachen, Köln, Dresden",['Feste Anstellung'],,"['creativity', 'communication', 'initiative']",[],,,Engineering,Civil & Structural,Civil & Structural,,True,False,True
980,It Specialist System Integration System Administrator Oracle Database,NOWEDA Apothekergenossenschaft eG,Essen,['Feste Anstellung'],,,"['ms project', 'rest', 'java', 'programming language', 'data engineering']",,,IT,Data & AI,Data Analysis,,True,False,True
981,Web Tracking Specialist,Reisen Aktuell GmbH,Koblenz,['Feste Anstellung'],"['german', 'english']","['analytical', 'communication', 'initiative']","['java', 'programming language']",,,IT,Software Development,Frontend Development,,True,False,True
982,Data Scientist,Veli,Munich,['Feste Anstellung'],"['german', 'english']",['management'],['word'],,,IT,Data & AI,Data Science,,False,False,True
983,Data Scientist,Veli,Kassel,['Feste Anstellung'],"['german', 'english']",['management'],['word'],,,IT,Data & AI,Data Science,,False,False,True
984,Sap Consultant Business Intelligence Analytics,Getriebebau NORD GmbH & Co. KG,Bargteheide,['Feste Anstellung'],,,['cloud computing'],['degree'],['business'],IT,IT Support,ERP & Business Systems,,True,False,True
985,Project Manager Microoptic Systems,ZEISS,Jena,['Feste Anstellung'],,"['team player', 'management', 'initiative']","['azure', 'aws', 'programming language']",['certification'],['technical'],Engineering,Electrical Engineering,Electrical Engineering,5y,False,False,True
986,Cybersecurity Data Firewall Specialist,Mühlbauer GmbH & Co. KG Zentrale,Roding Regen,['Feste Anstellung'],,"['leadership', 'management', 'initiative']","['data foundation', 'programming language']",['certification'],['business'],IT,Data & AI,Data Analysis,,False,False,True
987,Engineering Manager Epcm Industry Planning Process Technology,Drees & Sommer SE,"Mannheim,Stuttgart, Frankfurt am Main, Hannover, Aachen, Köln, Dresden",['Feste Anstellung'],"['german', 'english']","['communication', 'initiative', 'management', 'team player', 'communicates']","['java', 'programming language']",['certification'],"['technical', 'business']",IT,IT Management,Engineering Leadership,,True,False,True
988,Specialist Billing Data Analysis,Landesmesse Stuttgart GmbH & Co. KG,Stuttgart,['Feste Anstellung'],,"['analytical', 'management']","['ms office', 'excel', 'word', 'outlook', 'programming language']",,,IT,Data & AI,Data Analysis,,True,True,True
989,Speaker Digital Innovation It Transformation,SCHOELLERSHAMMER GmbH,Düren,['Feste Anstellung'],['german'],"['analytical', 'communication']",['cloud computing'],['degree'],"['technical', 'business']",IT,IT Support,ERP & Business Systems,4y,True,False,True
990,Business Development Manager,taod Consulting GmbH,Köln,['Feste Anstellung'],"['german', 'english']",['communication'],[],,,Business,Sales & Marketing,Sales,,False,False,True
991,Sr Data Engineering Consultant,M2. technology & project consulting GmbH,Berlin,['Feste Anstellung'],,,"['programming language', 'data engineering', 'data warehouse']",['degree'],['business'],IT,Data & AI,Data Analysis,,True,False,True
992,Project Manager Building Construction High Tech Projects,HOCHTIEF Infrastructure GmbH,Essen,['Feste Anstellung'],,,[],,,Engineering,Civil & Structural,Civil & Structural,,True,False,True
993,Data-Specialist,A. Schweiger GmbH,"82054 Sauerlach, Deutschland",['Feste Anstellung'],,,['database'],,,IT,Data & AI,Data Analysis,,False,False,True
994,Controller,Caritasverband im Kreisdekanat Warendorf e.V.,Warendorf,['Feste Anstellung'],,,['excel'],,,Logistics & Supply Chain,Procurement & Planning,Procurement & Planning,,True,False,True
995,Procedural Clerk Insolvency Administration,Schultze & Braun Rechtsanwaltsgesellschaft,Nürnberg,['Feste Anstellung'],,,[],"['bachelor', 'b.sc', 'master', 'bachelor of science', 'master of science', 'm.sc']",['business'],Public Sector & Non-Profit,Government,Government,,False,True,True
996,Innovation Manager Sustainable Materials 50-,ZEISS,Oberkochen (Baden-Württemberg),['Feste Anstellung'],"['german', 'english']","['management', 'communication']",['project management'],['degree'],['engineering'],Engineering,Chemical & Process,Chemical & Process,,False,True,False
998,Commercial Clerk Office Clerk Administrative Specialist - Full -Time Frammersbach,DATABAU Infrastruktur & Service GmbH,Frammersbach,['Feste Anstellung'],['german'],"['leadership', 'management']","['ms office', 'word', 'excel', 'outlook', 'programming language']",,,Public Sector & Non-Profit,Government,Government,,False,False,True
999,Curator Assistant Berlin Or France Phd Strong It Skills Art Science Experiences,ASN Art Science Node,Berlin,['Freie Mitarbeit/Projektmitarbeit'],"['german', 'french', 'english']","['time management', 'management', 'communication']",['project management'],,,Education,School Teaching,School Teaching,2y,False,False,True
1000,Data Engineer,BeeBI Consulting GmbH,"Berlin, Germany",['Feste Anstellung'],['english'],"['management', 'communication', 'attention to detail']","['scrum', 'databricks', 'sql', 'data foundation', 'azure', 'programming language', 'analytics techniques', 'database', 'data warehouse', 'data lake']",,,IT,Data & AI,Data Engineering,6y,False,False,True
1001,Supply Chain Consultant,SEW-EURODRIVE GmbH & Co KG,Bruchsal bei Karlsruhe,['Feste Anstellung'],['english'],['management'],"['sql', 'python', 'programming language', 'bi tools', 'database']",,,Logistics & Supply Chain,Logistics Management,Logistics Management,,True,False,True
1002,Devops Operation Engineer,"GMX, WEB.DE & mail.com",Karlsruhe,['Feste Anstellung'],,,[],,,IT,DevOps & Cloud,DevOps Engineering,,False,False,True
1003,Devops Site Reliability Engineer Flight System Systems,DFS Deutsche Flugsicherung GmbH,München,['Feste Anstellung'],"['german', 'english']",,"['linux', 'python', 'cloud computing', 'kubernetes', 'ci/cd', 'programming language', 'iac']",,,IT,DevOps & Cloud,DevOps Engineering,,True,False,True
1004,Field Manufacturing Lean Management,Bosch Rexroth,Horb am Neckar,['Praktikum'],,"['analytical', 'management']","['vba', 'bi tools']",,,IT,Data & AI,Data Analysis,6m,True,False,True
1005,Marketing Analytics Operations Specialist,Statista GmbH,"Hamburg, Berlin",['Feste Anstellung'],,"['management', 'communication']","['sql', 'bigquery', 'programming language', 'database', 'data warehouse']",,,Business,Sales & Marketing,Digital Marketing,4y,True,False,True
1006,Sap Successfactors Solution Architect,TÜV SÜD,München,['Feste Anstellung'],"['german', 'english']","['analytical', 'management', 'communication']",['sap'],,,IT,IT Management,Enterprise Architecture,,False,False,True
1007,Network Engineer,Cronon GmbH,Berlin,['Feste Anstellung'],,,[],,,IT,DevOps & Cloud,Infrastructure & Networking,,True,False,True
1008,Digital Data Analyst,PsyCommerce Inh. Maximilian Lohse,Bielefeld,['Feste Anstellung'],['german'],['communicates'],"['css', 'javascript', 'sql', 'r', 'python', 'programming language', 'database']",,,IT,Data & AI,Data Analysis,,True,False,True
1009,Bi Platform Engineer,Schwarz IT,Heilbronn,['Feste Anstellung'],,['communication'],"['sql', 'programming language', 'database', 'data warehouse']",['degree'],"['economic', 'technical', 'computer science', 'business']",IT,Data & AI,BI,,False,False,True
1010,Engineer Techniker Im Project Engineering,ASYS Group - ASYS Automatisierungssysteme GmbH,Dornstadt,['Feste Anstellung'],"['german', 'english']","['management', 'communication', 'initiative']",['project management'],['degree'],['engineering'],Engineering,Civil & Structural,Civil & Structural,,False,False,True
1011,Digitization Expert Microsoft 365 Project Manager Digitization,THOST Projektmanagement GmbH,Stuttgart,['Feste Anstellung'],,['management'],['sharepoint'],,,Project Manager,Project Manager,Project Manager,,True,True,True
1012,Software Developer Hunting Nature,ZEISS,Oberkochen (Baden-Württemberg),['Feste Anstellung'],"['german', 'english']","['team player', 'communication']","['linux', 'ci/cd', 'azure', 'devops/mlops']",['degree'],['computer science'],IT,Software Development,Full-Stack Development,,False,False,True
1013,B Sc Business Informatics Or Computer Science - Start Ws,Sopra Steria,Köln,"['Ausbildung', 'Studium']",['english'],"['analytical', 'management', 'communication', 'initiative']",['cloud'],,,IT,Software Development,Full-Stack Development,,True,False,True
1014,Performance Marketing Specialist,British American Tobacco (Germany) GmbH,Hamburg,['Feste Anstellung'],"['german', 'english']","['analytical', 'management', 'communication']","['ms office', 'excel']",['degree'],['business'],Business,HR,Recruitment,3y,False,False,True
1015,Plant Mechanic Service Technician Hkls,SPIE Efficient Facilities GmbH,Frankfurt am Main,"['Berufseinstieg/Trainee', 'Feste Anstellung']",,,[],,,Engineering,Industrial & Systems,Industrial & Systems,,False,False,True
1017,Plant Mechanic Service Technician Hkls,SPIE Efficient Facilities GmbH,Frankfurt am Main,"['Berufseinstieg/Trainee', 'Feste Anstellung']",,,[],,,Engineering,Industrial & Systems,Industrial & Systems,,False,False,True
1018,Business Intelligence Architect,VARTA Microbattery GmbH,Ellwangen,['Feste Anstellung'],,['management'],"['sql server', 'azure', 'programming language', 'bi tools', 'database']",,,IT,Data & AI,BI,,True,False,True
1019,Controller,Stadtwerke Hamm GmbH,Hamm,['Feste Anstellung'],,"['analytical', 'communication']","['sap', 'office 365', 'excel']",,,Logistics & Supply Chain,Procurement & Planning,Procurement & Planning,,True,False,True
1020,Manager Business Sector Education,ZEISS,München,['Feste Anstellung'],,['communication'],[],,,Public Sector & Non-Profit,Education & Research,Education & Research,3y,False,False,True
1021,Agree21Ida Developer,NATIONAL-BANK Aktiengesellschaft,Essen,['Feste Anstellung'],"['german', 'english']",,"['sql', 'data modeling', 'programming language', 'database', 'data warehouse']",['degree'],"['economic', 'technical', 'computer science', 'business']",IT,Software Development,Frontend Development,,True,False,True
1022,Scientific Employee Civil Law Intellectual Property Law Media Data Protection Law,Technische Universität Dresden,Dresden,['Feste Anstellung'],,['communication'],[],,,Legal,Compliance & Regulatory,Compliance & Regulatory,,False,True,False
1023,Cloud Engineer Azure - Cloud System Administrator,Ratbacher GmbH,"Berlin, Düsseldorf, Leipzig, Köln, Mannheim, Hamburg",['Feste Anstellung'],['german'],,"['azure', 'aws', 'delta lake', 'databricks', 'python', 'data foundation', 'ci/cd', 'programming language', 'data warehouse']",['degree'],"['engineering', 'computer science']",IT,DevOps & Cloud,Cloud Engineering,6y,True,False,True
